date,global_people_fully_vaccinated_per_hundred,global_people_fully_vaccinated_per_hundred_weighted
2021-12-28,52.7265847856989,42.6763405836171
2021-12-29,54.978176668,25.0130800737391
2021-12-30,55.4507651012346,27.4814956497496
2021-12-31,55.7785294220779,25.1090868668912
2022-01-01,54.4229852364179,25.3008581967649
2022-01-02,56.4224261037975,26.1465234432902
2022-01-03,55.6832988692308,27.5612391457236
2022-01-04,55.2062456180851,27.8265472523584
2022-01-05,54.7243832042222,27.0951651148198
2022-01-06,56.5018012297619,41.8274187329319
2022-01-07,55.8307090933333,39.7382568019028
2022-01-08,54.7846763986667,24.754027022902
2022-01-09,56.4800109788235,28.7317935922136
2022-01-10,55.4599448232558,28.9016105125585
2022-01-11,56.4620083522222,28.7078467603754
2022-01-12,56.3954689170454,29.0143310420104
2022-01-13,56.9306255321839,30.261026045006
2022-01-14,56.9895702430107,43.9024029464209
2022-01-15,56.786226424,27.9751269823435
2022-01-16,54.7616146617021,30.1951452621478
2022-01-17,55.3126839780682,30.1107231163933
2022-01-18,54.7172558641509,31.476590529417
2022-01-19,58.7635997788889,30.1869240032405
2022-01-20,58.2302631757143,29.6861323979073
2022-01-21,54.808449453,43.6642766321649
2022-01-22,57.8655296842105,27.852647462222
2022-01-23,55.2277808319149,29.9447545462304
2022-01-24,55.6546225213483,30.5278126626712
2022-01-25,58.9587300681818,29.3971453490911
2022-01-26,57.2440419795455,30.7580922797996
2022-01-27,57.7565880656818,29.0529697644858
2022-01-28,60.1362604010417,43.8656521933509
2022-01-29,57.65404663125,27.4471162194665
2022-01-30,57.4372638855556,30.1116274730756
2022-01-31,53.91252454375,30.444976086563
2022-02-01,58.4386976333333,31.1429765821149
2022-02-02,55.9174157974194,31.4381644280709
2022-02-03,58.6499723950617,30.1309675802709
2022-02-04,57.8391043468085,32.0301315992348
2022-02-05,57.6832976452055,27.9249910098035
2022-02-06,56.6467556902174,31.9302740621364
2022-02-07,56.4505249842105,47.3430767860621
2022-02-08,59.647770772093,31.0391665660863
2022-02-09,55.2072081204211,31.7325706725714
2022-02-10,59.6976400609756,31.1165117470872
2022-02-11,59.5383241979167,31.4578877744414
2022-02-12,57.2015469039474,30.7495928081269
2022-02-13,58.1091932061224,33.5820603788873
2022-02-14,57.3543996319588,32.5297979732564
2022-02-15,58.5519513157303,30.674449241996
2022-02-16,58.04585055,31.6274166451456
2022-02-17,61.4116511367533,30.3579129579767
2022-02-18,58.8055018290322,45.075570037064
2022-02-19,57.8945643693333,29.9147462667519
2022-02-20,55.9981041159575,30.4409012139641
2022-02-21,56.0373685903226,31.8227027441682
2022-02-22,57.6238459,30.1474875962055
2022-02-23,59.6156068823529,31.0673090932844
2022-02-24,63.2325917792208,29.7836859493081
2022-02-25,58.207962361134,45.1301774242248
2022-02-26,55.9573809418919,28.8691062849378
2022-02-27,57.8340716367816,31.1806232513545
2022-02-28,58.4255297377778,32.7706462219681
2022-03-01,59.6321668337349,32.2391805839203
2022-03-02,60.8234867025316,29.6630250168292
2022-03-03,62.2439603043478,29.8212140399408
2022-03-04,59.3600536402469,29.9817920647862
2022-03-05,59.3366643787879,31.1118354412009
2022-03-06,57.7024324011236,32.6531189763441
2022-03-07,58.7930161793103,32.2778245053527
2022-03-08,60.5773883525641,32.5199040590578
2022-03-09,56.8407860937931,33.860187916352
2022-03-10,59.3661774,33.1123867124087
2022-03-11,59.4440340022988,29.3778633904209
2022-03-12,62.9447845454546,31.6362518422652
2022-03-13,57.7000664626667,30.1206481619956
2022-03-14,57.9084301678571,46.8250292318739
2022-03-15,59.8089234342105,32.8303080674413
2022-03-16,59.9944330762195,31.8880046973575
2022-03-17,60.2674559910256,45.9782718553092
2022-03-18,59.4090718886813,48.0803044212832
2022-03-19,60.6505165873016,31.1574109311391
2022-03-20,60.0452065789474,32.7197840162402
2022-03-21,59.6903294632184,48.043859708489
2022-03-22,60.253772345679,32.8450923299531
2022-03-23,58.2860613275862,31.6964718337874
2022-03-24,60.4530267115385,46.8687708863893
2022-03-25,59.9904629462365,31.993698680717
2022-03-26,62.7855354328358,32.0777289847056
2022-03-27,60.1912550166667,33.9651394587442
2022-03-28,62.6169554273973,32.398657689123
2022-03-29,61.17860708375,34.3913587099592
2022-03-30,60.0529325093334,31.6670142697145
2022-03-31,58.4868911909091,48.0501665543754
2022-04-01,64.3709176507936,24.7868791567391
2022-04-02,68.8082180487805,14.658730942119
2022-04-03,61.2192003637143,19.8019356357613
2022-04-04,61.0723372674418,31.1336476212327
2022-04-05,63.7352946623377,49.0112144207002
2022-04-06,61.4323125864865,32.8316699572658
2022-04-07,61.1728526527778,31.7685029078516
2022-04-08,60.0216307409638,31.4421965744701
2022-04-09,61.5937422428571,30.4750314434066
2022-04-10,59.6442159358974,31.4612216897084
2022-04-11,62.7842867975309,49.6397342983386
2022-04-12,62.8194218823529,32.0244924016479
2022-04-13,62.1179078235294,33.146448744503
2022-04-14,61.5272458,31.4369162295844
2022-04-15,65.0093994661017,27.1542455872495
2022-04-16,70.63901641,14.5706272616341
2022-04-17,63.141585203125,22.5535622568763
2022-04-18,61.3239276835443,50.6608990747092
2022-04-19,61.6495047358209,33.6115203741272
2022-04-20,63.2654780746269,33.5185151592904
2022-04-21,64.4543057384615,31.6356278178271
2022-04-22,60.6329479381579,28.7070985095427
2022-04-23,65.0180470701754,21.0777659298399
2022-04-24,64.0565698462686,29.709649386971
2022-04-25,63.9548425428571,32.9964496494145
2022-04-26,50.452806215,34.856707006376
2022-04-27,64.5318457761194,46.7853457060746
2022-04-28,65.2194482380953,48.4480186510387
2022-04-29,60.6058143111111,32.4948875885909
2022-04-30,64.1919578448276,30.2984504307863
2022-05-01,53.9869346254321,30.2162174448468
2022-05-02,63.7984341076923,30.6311369190867
2022-05-03,63.5181885625,30.3098273193882
2022-05-04,65.7819460327869,28.7606840086862
2022-05-05,65.5163386796875,45.1010920281672
2022-05-06,62.6527397901235,33.3325787697784
2022-05-07,64.0472547719298,31.2629808626493
2022-05-08,53.0047180303409,31.7487036841389
2022-05-09,66.60238459375,30.3125695759056
2022-05-10,64.6462683970588,33.4275087679439
2022-05-11,65.4544690806452,33.1363255276299
2022-05-12,67.4182142982456,46.2955190748662
2022-05-13,61.8540111282051,31.6490473229842
2022-05-14,64.0139978017544,30.5653609382229
2022-05-15,56.397905025,33.2418509874871
2022-05-16,65.2198902586207,31.9304984526071
2022-05-17,65.618215,28.601581963964
2022-05-18,64.8855263984375,34.3953232699188
2022-05-19,64.7942952758621,31.1229072370589
2022-05-20,63.7823565476191,33.7841638937794
2022-05-21,63.4904264736842,32.0598021335278
2022-05-22,50.288476356383,46.6446437048807
2022-05-23,62.7943380057143,30.0952050030374
2022-05-24,64.4739832769231,32.4023744944747
2022-05-25,65.3912524253968,31.1526663530994
2022-05-26,65.019933531746,47.7757653349822
2022-05-27,64.6785566714286,32.388116860115
2022-05-28,65.6095038947368,32.6900177812442
2022-05-29,61.9782566893333,32.4747421417773
2022-05-30,65.445742171875,30.8452697605027
2022-05-31,65.454590859375,32.1296111584524
2022-06-01,65.7765722205882,47.9213252813982
2022-06-02,65.3563133275862,27.1221815629147
2022-06-03,63.5022152233766,32.4155905421315
2022-06-04,67.450945,45.5785090983493
2022-06-05,51.7634494467777,30.7585603604658
2022-06-06,66.4189150666667,29.2888343828807
2022-06-07,63.6660676140625,31.3124845198487
2022-06-08,64.2337578382353,31.8345982069026
2022-06-09,67.7846864181818,26.7170270512877
2022-06-10,64.1514802717949,29.303568912445
2022-06-11,67.9192751632653,28.6479478324935
2022-06-12,67.1986660847457,31.3171669472885
2022-06-13,64.8691686516129,30.1977008673853
2022-06-14,65.2879902258065,28.4709481479988
2022-06-15,64.4861586811594,30.9768389648139
2022-06-16,67.8318433103448,45.5468137386559
2022-06-17,64.9742470081081,31.7338490175273
2022-06-18,66.3209449218182,31.5056569249702
2022-06-19,51.6724462148315,31.9801830260261
2022-06-20,66.1676395409836,28.2032875445361
2022-06-21,64.6693158181818,33.0457339654899
2022-06-22,64.1491616923077,30.8624377011161
2022-06-23,66.4622071864407,44.5332435661072
2022-06-24,63.3997660833333,30.9557963800135
2022-06-25,66.983434882353,27.8505617953116
2022-06-26,57.5020022435069,28.1417347997895
2022-06-27,64.2920180634921,46.6877422347136
2022-06-28,62.7906022131148,27.4295804495356
2022-06-29,65.6664885,29.7630450680838
2022-06-30,64.2569869,28.2024693010319
2022-07-01,65.8932934666667,27.7218483019728
2022-07-02,68.0520314680851,28.9584587124802
2022-07-03,60.2488936376812,28.5822053144602
2022-07-04,66.7169456017241,30.4691549639307
2022-07-05,67.1840594259259,29.6754089944992
2022-07-06,68.6574342156863,27.5876560057246
2022-07-07,65.9571210535715,43.6571230170827
2022-07-08,65.1830274352941,27.1456857603002
2022-07-09,69.0824444318182,16.0249318239681
2022-07-10,57.315054931948,28.691128598105
2022-07-11,65.7391374203704,27.4941833113336
2022-07-12,69.0995651666667,26.0810743858025
2022-07-13,67.7059430363636,29.8768763914563
2022-07-14,66.6079008235294,28.6102872619663
2022-07-15,65.5177520623188,27.7905284675367
2022-07-16,69.1766533636364,17.8249449400761
2022-07-17,55.7736056412676,17.1540430535926
2022-07-18,65.0025002122807,27.1165449461049
2022-07-19,61.2973857941176,31.6650462463468
2022-07-20,68.7262830196078,42.0946215040319
2022-07-21,69.4445186923077,28.5111158126333
2022-07-22,67.1138852698413,42.934893774073
2022-07-23,67.9552201739131,25.4634445524784
2022-07-24,55.7550720717391,28.8107706721746
2022-07-25,66.3666415096154,26.6783997365954
2022-07-26,66.5030082321429,30.0898995984313
2022-07-27,61.8562300079365,28.6156942768811
2022-07-28,69.2429085,26.0027306559864
2022-07-29,65.40057325625,26.8883711060008
2022-07-30,68.9078334390244,27.0751601769852
2022-07-31,64.9750574230769,24.5498462566772
2022-08-01,68.7590255416667,27.104886802662
2022-08-02,66.1954502418182,29.2240183638498
2022-08-03,68.10227225,16.4883896699424
2022-08-04,68.65489216,27.8529786494907
2022-08-05,65.4946568115942,28.7575840464797
2022-08-06,68.1634861739131,27.2186130497545
2022-08-07,56.7346700706061,25.9475973139197
2022-08-08,66.3099419745763,27.5839281541479
2022-08-09,64.2909048412698,46.0645933408498
2022-08-10,67.2781461071429,29.6052377381747
2022-08-11,67.1209614705882,26.5940518848076
2022-08-12,65.5727436784615,28.2133883946738
2022-08-13,69.1697892619048,23.9958510448834
2022-08-14,56.4439449745454,29.6469584696243
2022-08-15,63.4839458163934,27.5740610451228
2022-08-16,68.5041286734694,26.0537130985016
2022-08-17,65.8723983392857,28.0482361978867
2022-08-18,68.48847875,28.4954610801654
2022-08-19,65.5286160635135,31.519855101715
2022-08-20,68.0434011086957,27.7539790524883
2022-08-21,52.4179286438961,29.4323111060207
2022-08-22,65.6439105689655,29.7942181881931
2022-08-23,66.2997016078431,28.0847136753302
2022-08-24,68.0783043846154,28.4929815143479
2022-08-25,66.9318695918367,28.7451492885903
2022-08-26,68.5354611935484,29.8328918945368
2022-08-27,69.0505841842105,27.3655228548358
2022-08-28,55.3696412136232,29.5605436646775
2022-08-29,64.9362406157895,29.4579791790855
2022-08-30,68.5442906666667,31.2947788425206
2022-08-31,66.3235722290909,29.7091623058004
2022-09-01,69.6288356521739,29.7754609626116
2022-09-02,64.7935098835821,30.69722103477
2022-09-03,69.9840669285714,27.6872775575564
2022-09-04,53.7961570501266,31.5257104113376
2022-09-05,70.8369821818182,25.701845813009
2022-09-06,68.4573699166667,25.8825871755629
2022-09-07,71.2341035319149,43.7484498139618
2022-09-08,68.8582859375,29.3635367358564
2022-09-09,68.3257788644068,29.7210595638581
2022-09-10,69.1910358974359,25.4458916272365
2022-09-11,57.6486631920588,29.0670137678469
2022-09-12,64.0287745886792,26.8592763593013
2022-09-13,66.5888682884616,28.1680815050412
2022-09-14,70.463766826087,27.8169344558581
2022-09-15,68.3103104791667,28.6697916550975
2022-09-16,65.8589304693549,28.2838157339112
2022-09-17,70.6244662564102,26.6401381566767
2022-09-18,55.6336692939189,32.1989368673983
2022-09-19,65.7774036148148,27.0895626216192
2022-09-20,66.7087814117647,28.4156262221862
2022-09-21,68.0748205416667,27.1779860441872
2022-09-22,65.3792343617021,26.4686018652336
2022-09-23,67.8276653272727,26.5142413758999
2022-09-24,67.82346605,26.7662938878965
2022-09-25,60.8967671967213,29.6153412937648
2022-09-26,65.7728756655172,30.0764847685952
2022-09-27,67.5103295957447,25.8718788204545
2022-09-28,67.3163076962264,43.0264797582782
2022-09-29,67.3655598043478,25.8363492113471
2022-09-30,67.4150867894737,25.4340241540902
2022-10-01,69.9654885,23.8953190272832
2022-10-02,53.4348743188709,26.6223670497903
2022-10-03,69.2737995476191,23.4138517701967
2022-10-04,67.6601780961539,24.6406760607054
2022-10-05,69.6984403555555,26.1029185450295
2022-10-06,70.3397358571429,24.9466114097906
2022-10-07,68.8867169032258,28.4200344389353
2022-10-08,71.2525119722222,24.6676896038676
2022-10-09,56.639487411746,27.6582006269465
2022-10-10,66.7538197021739,27.705341164989
2022-10-11,68.8465826326531,25.8415929640542
2022-10-12,72.9612257647059,39.5485000366584
2022-10-13,71.7494857674419,16.364088931531
2022-10-14,68.22687542,26.3622024694489
2022-10-15,71.9333516285714,24.5953412812249
2022-10-16,57.6769565554839,28.2501079415348
2022-10-17,67.8449028163265,28.1167012612843
2022-10-18,70.4997825681818,25.4108403720339
2022-10-19,71.7484013571429,25.6955194429823
2022-10-20,66.2656181113636,27.0337555346345
2022-10-21,68.953188962963,27.2057118319769
2022-10-22,73.3122872941177,25.9081391635254
2022-10-23,56.6277421508196,27.0206047295232
2022-10-24,67.7266196625,28.519532898917
2022-10-25,69.9749770232558,25.1764489161022
2022-10-26,71.13344175,26.5595293273658
2022-10-27,70.7539798636364,28.4971433728516
2022-10-28,69.0930522692308,26.1523998604285
2022-10-29,72.7354051875,23.6349202195958
2022-10-30,53.2970907023636,27.2732093408203
2022-10-31,69.95907155,15.5081432402058
2022-11-01,70.5734195,27.0637774909852
2022-11-02,70.5487728292683,25.1756709426958
2022-11-03,70.546074025,24.2716823015793
2022-11-04,70.5422072708333,41.1691523937884
2022-11-05,70.9319053636364,23.3609739276325
2022-11-06,57.0576247477778,24.0203988736456
2022-11-07,68.3999323311111,22.2800547344337
2022-11-08,68.8606749765957,26.7980162647112
2022-11-09,72.5683817948718,26.3606142192852
2022-11-10,71.4466298205128,23.1291545465355
2022-11-11,69.9270399821429,26.6266642183162
2022-11-12,72.1867655,21.8675108842759
2022-11-13,57.6312712910714,24.5143007390111
2022-11-14,68.7379794590909,24.7779226880277
2022-11-15,70.4618653571428,23.0495474078555
2022-11-16,69.3015395348837,25.2984076802749
2022-11-17,70.298906368421,24.1147680327771
2022-11-18,70.3224726530612,26.2438159746391
2022-11-19,73.2586422666667,24.9784203112117
2022-11-20,57.2908520081356,27.8015817117211
2022-11-21,69.2470942292683,24.0856159230064
2022-11-22,71.4163490512821,27.1440145263065
2022-11-23,72.2555693809524,27.3809558274802
2022-11-24,72.4866538055555,25.1139275570621
2022-11-25,72.1676748311111,25.3198647478621
2022-11-26,71.7816641764706,25.5508447530041
2022-11-27,55.7869054016393,26.6922462918019
2022-11-28,68.6698785844444,38.3169261312309
2022-11-29,70.364000375,24.8332977379539
2022-11-30,72.9720131212121,24.1261307956761
2022-12-01,72.543044,26.8194335484341
2022-12-02,69.7542183137255,24.4593280783749
2022-12-03,73.1994994375,26.3076587539256
2022-12-04,60.3586429519643,30.3690584742954
2022-12-05,70.4283742604651,24.7441456385636
2022-12-06,73.0876817027027,26.7093037701657
2022-12-07,72.157411475,25.3453975233724
2022-12-08,73.5291448181818,23.4601583556565
2022-12-09,71.5152144047619,24.756762422282
2022-12-10,73.5168510666666,25.0693702148845
2022-12-11,61.4003694854167,26.9321323095916
2022-12-12,71.3790942439024,26.1211041471701
2022-12-13,72.1627054,39.2232855216282
2022-12-14,70.7690406176471,24.219225911147
2022-12-15,70.0824731891892,25.4753342053473
2022-12-16,71.8362259791667,25.8949194254819
2022-12-17,72.08866475,22.9247341295925
2022-12-18,56.3718654086,26.681145459084
2022-12-19,72.5852839459459,22.9047911678124
2022-12-20,69.5343407894737,27.0392071084748
2022-12-21,72.6291334054054,23.4314032990761
2022-12-22,68.9056659387755,26.5519451214577
2022-12-23,73.4749915625,23.4362370573045
2022-12-24,74.784743125,22.9114491116011
2022-12-25,65.7026110096774,23.4913869562411
2022-12-26,74.4256468965517,23.3961344232676
2022-12-27,73.0703358484848,24.480948221157
2022-12-28,70.54193309375,21.6838577817032
2022-12-29,73.6280313548387,24.3083334516117
2022-12-30,73.6942118181818,23.5763846901087
2022-12-31,73.186658037037,23.9492652866589
2023-01-01,63.1804792654286,24.6750612385164
2023-01-02,67.976959137931,22.4432904361237
2023-01-03,69.8156233,26.5451088172916
2023-01-04,68.6184023111111,25.7354496262474
2023-01-05,71.87378753125,22.9132632234031
2023-01-06,68.8534702235294,25.03541315933
2023-01-07,72.6214203214286,23.1240542700778
2023-01-08,66.3598012894737,26.2286282755656
2023-01-09,73.600283,23.1908554428525
2023-01-10,72.2986258,24.6780458512045
2023-01-11,72.4358246764706,26.258633737384
2023-01-12,72.2151116944444,40.3611801084137
2023-01-13,72.9364593846154,24.0407909779251
2023-01-14,72.5135961071428,24.0848771474909
2023-01-15,58.9211039297727,25.8625670273508
2023-01-16,65.8429887925,26.1399823575904
2023-01-17,70.950565,27.4544273990985
2023-01-18,73.2828036896552,23.526545681488
2023-01-19,72.0190045625,40.920032866469
2023-01-20,70.21438375,22.3516751532405
2023-01-21,72.4294703461538,24.6659367574713
2023-01-22,64.9004455135135,26.5461970948665
2023-01-23,71.2353523928572,20.7903355634202
2023-01-24,70.12982028125,23.3206332262527
2023-01-25,73.5147543666667,25.3131539542454
2023-01-26,73.8036787586207,38.6717170258239
2023-01-27,71.2602913170732,25.0814252369724
2023-01-28,73.06388196,24.3176334130365
2023-01-29,63.9816189,26.5838568924073
2023-01-30,71.50495,20.6383734943106
2023-01-31,69.24695389,27.043853517242
2023-02-01,73.6088368928571,21.2581330298347
2023-02-02,75.1826114827586,40.7354093293445
2023-02-03,73.6771449142857,23.7139666688522
2023-02-04,73.0668999565218,22.6806582761785
2023-02-05,57.733688372439,24.5410489234236
2023-02-06,72.7867648888889,21.7406164523456
2023-02-07,75.1356808965517,23.0540944380006
2023-02-08,74.4336538846154,25.0102825860968
2023-02-09,73.7132979285714,37.4479963131032
2023-02-10,71.0817084615385,21.3275398524822
2023-02-11,73.3980884090909,22.4318318104439
2023-02-12,57.3711690478125,20.8320457847483
2023-02-13,72.2085042058824,25.768498709538
2023-02-14,70.7252086666667,25.4172404375863
2023-02-15,71.6314765,23.1157819192632
2023-02-16,71.2328320344828,24.707651716458
2023-02-17,71.3475986666667,23.7335273514562
2023-02-18,71.5534490909091,21.9371869181376
2023-02-19,57.3254965777778,26.405715469601
2023-02-20,69.07776289375,22.8376254968338
2023-02-21,69.7991606451613,23.4238789114946
2023-02-22,71.9590144230769,22.6987343412966
2023-02-23,66.17523101875,25.5209415148251
2023-02-24,71.7795366666667,24.5383707095611
2023-02-25,71.5651045454545,22.0246718966193
2023-02-26,55.3634133767442,24.2084229164938
2023-02-27,69.9440174307692,20.3280765655537
2023-02-28,67.970410534375,25.1127579761716
2023-03-01,73.26636656,22.3613519307451
2023-03-02,71.5102202962963,24.601393835036
2023-03-03,72.9294111818182,23.4155116049969
2023-03-04,72.4337601304348,22.5127682589785
2023-03-05,55.9352511702083,25.6529058218625
2023-03-06,69.0439428851852,20.6100725094348
2023-03-07,72.3448255714286,22.9252262656009
2023-03-08,72.4295332,22.7976352946214
2023-03-09,69.9679853846154,21.4152984171131
2023-03-10,70.9477195348837,25.6847010859558
2023-03-11,77.0375534,24.1142146181249
2023-03-12,56.3417868604651,24.7913619974802
2023-03-13,71.4200403333333,22.7975503431544
2023-03-14,70.7896934333333,23.3890358946338
2023-03-15,68.2258503076923,20.6742001291291
2023-03-16,73.0012590833333,22.5182731090285
2023-03-17,73.0368648666667,21.1737244786947
2023-03-18,75.076471,10.5117082558998
2023-03-19,52.7048459018518,29.2452839080196
2023-03-20,68.3506864866667,20.7035571059067
2023-03-21,71.3903734666667,23.4068942122937
2023-03-22,70.6815111153846,22.8127719990582
2023-03-23,71.30995528,21.4787505675199
2023-03-24,73.0138249655172,21.1837744449787
2023-03-25,73.4688525263158,20.211798506834
2023-03-26,55.298269625,24.1305871236153
2023-03-27,70.4064153461538,20.3781985192352
2023-03-28,68.9640939310345,23.390975048279
2023-03-29,71.8367217083333,20.8498979719554
2023-03-30,71.5974675384615,23.234624476534
2023-03-31,67.6645941463415,21.3905528107041
2023-04-01,71.32882235,20.2390209841433
2023-04-02,51.60731715,25.9145849991868
2023-04-03,68.1712654566667,23.1300062569471
2023-04-04,68.5218164551724,21.0460523607925
2023-04-05,72.1356777083333,20.3497504780997
2023-04-06,69.12288575,21.9749615345471
2023-04-07,70.9609883034483,21.0563662548146
2023-04-08,76.6810187857143,19.0945600906784
2023-04-09,58.5546189142857,8.76974988024312
2023-04-10,71.1551312727273,19.4886247405846
2023-04-11,68.9114926909091,20.613288988731
2023-04-12,71.9158292173913,19.8073177157807
2023-04-13,71.3329184230769,21.5743786742227
2023-04-14,71.20655512,19.8258097788146
2023-04-15,71.05494405,19.5252548555377
2023-04-16,54.1578896815789,21.5204922084053
2023-04-17,71.1594034444445,21.4749687265713
2023-04-18,64.3835991677419,22.1671966154482
2023-04-19,68.8738411666667,20.7637503081879
2023-04-20,71.3170984583333,36.8596272145418
2023-04-21,67.9540720833333,20.3906473202556
2023-04-22,70.575877,19.3954306492866
2023-04-23,55.76220109,21.3800585960643
2023-04-24,69.7630811111111,23.4837927287103
2023-04-25,70.0161086896552,22.8712694574488
2023-04-26,69.5327089090909,21.8229134877005
2023-04-27,70.6945017826087,19.8339292291473
2023-04-28,72.8070102307692,20.0872305142419
2023-04-29,69.3641267647059,21.8359540115904
2023-04-30,58.6216531612903,20.9056581349726
2023-05-01,66.7295678045455,20.7727604257616
2023-05-02,72.0668814,21.7254565660475
2023-05-03,66.5643047407407,22.3073036965274
2023-05-04,70.2674818,20.352718428144
2023-05-05,71.6723835357143,20.1576248668577
2023-05-06,72.493926,22.1179137498723
2023-05-07,55.3851302424242,23.4836666044616
2023-05-08,69.1566366,19.7619100427546
2023-05-09,69.15442568,18.7391820897942
2023-05-10,67.5775548421053,16.8749248005131
2023-05-11,71.131067631579,16.3164412953401
2023-05-12,67.6088395,16.0042054543075
2023-05-13,73.5674425294118,16.9414343710694
2023-05-14,55.0530208319231,19.7479383997459
2023-05-15,70.13052055,17.9887004305564
2023-05-16,69.0096742608696,17.569497396372
2023-05-17,69.0326471052632,16.942555120881
2023-05-18,68.537622875,15.1146464470773
2023-05-19,72.1639307826087,17.5756695368668
2023-05-20,74.2368732666667,16.6578066311498
2023-05-21,57.21934472,19.4487387145014
2023-05-22,68.4353132272727,17.2118469631516
2023-05-23,69.6842510416667,19.1227846054022
2023-05-24,70.6636110526316,17.3769610145543
2023-05-25,69.7480230454546,18.0826644351992
2023-05-26,71.25855825,16.8236886424268
2023-05-27,73.2901990625,16.9420697609285
2023-05-28,66.177047,17.3153864604364
2023-05-29,67.9547515,18.8674526786002
2023-05-30,70.6690656521739,17.4371052468483
2023-05-31,71.8825683888889,17.0441738130356
2023-06-01,71.7268587,18.0732330398556
2023-06-02,69.524954656,3.86523465345696
2023-06-03,70.786619882353,16.9732003720481
2023-06-04,57.68346868,19.1132996663911
2023-06-05,68.75767385,17.0089007311655
2023-06-06,69.4690833461538,19.8331258989121
2023-06-07,69.2350110526316,5.27716377705063
2023-06-08,69.92067,18.0271458976524
2023-06-09,71.6762871818182,15.6425778330208
2023-06-10,73.6064965294118,16.9509486977688
2023-06-11,57.7079796841177,18.7184415409658
2023-06-12,70.3109488,17.0301017204882
2023-06-13,69.41797925,17.6492789376384
2023-06-14,70.5848874444444,17.0036100210659
2023-06-15,70.5876717222222,17.0044702242381
2023-06-16,66.6763520916667,15.6569331680974
2023-06-17,73.9707954,16.9442841007205
2023-06-18,58.7580516190476,19.4234570544005
2023-06-19,69.12857815,17.109956080141
2023-06-20,66.8583796576923,19.8334508156033
2023-06-21,69.4195990588235,16.881940760669
2023-06-22,69.063439368421,16.9999766614443
2023-06-23,69.4437033478261,15.652579059147
2023-06-24,74.2774199230769,16.8103178449757
2023-06-25,70.9217392142857,16.9535471927226
2023-06-26,69.9588947368421,17.018098001254
2023-06-27,67.7875651666667,15.2625839453171
2023-06-28,69.8511491176471,15.2406589399761
2023-06-29,67.4570661666667,15.2501805259853
2023-06-30,72.412038125,16.5987062544619
2023-07-01,72.4943548,16.3166053307081
2023-07-02,66.2203591333333,16.767190360902
2023-07-03,70.525044631579,17.0139864533773
2023-07-04,67.99062875,19.3018243283572
2023-07-05,68.9494423333334,15.8945499635339
2023-07-06,70.296801625,16.6401673846033
2023-07-07,74.6347474210526,15.2946759643994
2023-07-08,72.6261119285714,16.6054978725011
2023-07-09,68.6038009230769,16.4354290418151
2023-07-10,68.6752187333333,15.0917651528385
2023-07-11,68.5427036666667,18.238665074057
2023-07-12,69.4866709375,16.2010990490564
2023-07-13,67.7760605333333,14.4495769376101
2023-07-14,67.6354609,14.7779296728403
2023-07-15,71.5820359166667,16.0372142616299
2023-07-16,57.0770551071429,13.7932316165252
2023-07-17,67.3230445714286,16.1159232023339
2023-07-18,67.0399592941177,16.3546250267717
2023-07-19,68.7766819375,16.2255845381034
2023-07-20,68.7776475,16.2258033186797
2023-07-21,68.7665573529412,14.6527292839286
2023-07-22,72.1009350833333,15.9943201518482
2023-07-23,50.0416228922727,19.3361582100283
2023-07-24,68.779591875,16.2262574385682
2023-07-25,67.4333502380952,16.5855301022268
2023-07-26,72.414098625,16.2102216984471
2023-07-27,68.7822349375,16.2269937453488
2023-07-28,69.7896502105263,14.7685374777693
2023-07-29,68.9332372222222,14.1670660299781
2023-07-30,53.9201958235294,15.3864294841941
2023-07-31,69.502239375,16.203880507994
2023-08-01,69.7454107,16.6119338138087
2023-08-02,70.2812350625,16.3301064953493
2023-08-03,67.6680838888889,16.3632241923178
2023-08-04,70.4457235789474,14.8930569434273
2023-08-05,70.1999753125,16.2803717502581
2023-08-06,59.4956656,16.9367502138468
2023-08-07,69.9639748125,15.9862761232405
2023-08-08,74.7755827222222,14.9746179167359
2023-08-09,66.9657261764706,4.36436353897902
2023-08-10,70.0770378235294,16.3540548830879
2023-08-11,70.8903269473684,14.7087145325116
2023-08-12,74.3413642,16.2545655049
2023-08-13,66.3860413846154,15.7241890582753
2023-08-14,71.1024802941176,15.99250606286
2023-08-15,62.6811445,16.7275689106602
2023-08-16,70.5323937777778,16.3552269612258
2023-08-17,69.3233868823529,16.2702072647591
2023-08-18,69.3021561666667,14.8080587370206
2023-08-19,73.8476239166667,16.1568681248699
2023-08-20,61.9355993315,17.9415139034411
2023-08-21,68.6787466470588,16.6788367763726
2023-08-22,69.1860588333333,16.3663804901289
2023-08-23,70.5359271111111,16.3558837535326
2023-08-24,70.0832972352941,16.3548956988966
2023-08-25,70.451146,14.8932633581449
2023-08-26,73.8903424545455,16.0617015279562
2023-08-27,63.236275242,17.3233007726887
2023-08-28,69.3923337777778,16.3831188062724
2023-08-29,72.2951381052631,16.4265654997179
2023-08-30,67.6780038333333,16.3644897778748
2023-08-31,69.219229375,14.5742401236114
2023-09-01,68.1333803,15.0647099682716
2023-09-02,73.2953463333333,15.8505580959269
2023-09-03,62.8897151333333,15.4903046870062
2023-09-04,68.9069111333333,16.246368855563
2023-09-05,70.1986381428571,16.6186352956601
2023-09-06,65.9675274117647,14.5010177081027
2023-09-07,69.7495020588235,16.4537229904879
2023-09-08,69.064858,14.7125563344511
